state,county,zip
Oregon,Jackson,97535
Pennsylvania,Allegheny,15047
Pennsylvania,Allegheny,15135
Virginia,Botetourt,24090
Florida,Marion,32113
Florida,Marion,32182
Oklahoma,Adair,74965
West Virginia,Hampshire,26704
Maryland,Frederick,21710
New York,Westchester,10576
Virginia,Lunenburg,23974
Virginia,Lunenburg,23952
Georgia,Meriwether,31816
Texas,Houston,75851
Texas,Trinity,75851
Georgia,Talbot,31816
Indiana,Gibson,47660
Indiana,Warrick,47660
Indiana,Gibson,47683
Indiana,Gibson,47654
Indiana,Pike,47660
Georgia,Banks,30558
Georgia,Jackson,30558
New York,Livingston,14546
New York,Monroe,14511
New York,Suffolk,11952
New York,Monroe,14546
Ohio,Wood,43430
Ohio,Ottawa,43408
Ohio,Ottawa,43430
Ohio,Sandusky,43430
Illinois,Tazewell,61610
South Dakota,Grant,57252
South Dakota,Roberts,57252
Michigan,Iosco,48763
Michigan,Arenac,48763
West Virginia,Berkeley,25420
West Virginia,Berkeley,25421
New Mexico,Taos,87514
Pennsylvania,Cambria,16630
Pennsylvania,Cambria,16699
New Mexico,Taos,87580
New Mexico,Taos,87564
New Mexico,Taos,87529
New Mexico,Taos,87517
New Mexico,Taos,87513
South Carolina,Florence,29591
Kansas,Shawnee,66608
California,San Joaquin,95231
Minnesota,Clay,56549
California,Placer,95722
Virginia,Loudoun,20158
Utah,Box Elder,84334
Utah,Box Elder,84312
Pennsylvania,Lancaster,17509
Arizona,Pinal,85623
Arizona,Pinal,85618
Virginia,New Kent,23124
Ohio,Ashtabula,44003
Pennsylvania,Luzerne,17814
Pennsylvania,Columbia,17814
Kentucky,Harlan,40830
Pennsylvania,Sullivan,17814
Pennsylvania,Lycoming,17814
Kentucky,Harlan,40831
Kentucky,Harlan,40964
Kentucky,Harlan,40829
Florida,Washington,32438
Mississippi,Franklin,39069
Mississippi,Jefferson,39069
Florida,Bay,32438
Florida,Calhoun,32438
Florida,Jackson,32438
South Carolina,Colleton,29435
New York,Chautauqua,14136
Texas,Grayson,75491
Texas,Collin,75491
Texas,Grayson,75489
Texas,Erath,76462
Texas,Hood,76462
Texas,Parker,76462
Texas,Fannin,75491
Texas,Palo Pinto,76462
Missouri,Pike,63353
Missouri,Pike,63433
Kentucky,Graves,42041
Kentucky,Hickman,42041
Kentucky,Fulton,42041
Maryland,Worcester,21863
Iowa,Dallas,50156
Iowa,Boone,50152
Iowa,Polk,50156
Iowa,Boone,50156
Missouri,Douglas,65753
Missouri,Christian,65753
Missouri,Marion,63456
Missouri,Monroe,63456
Wisconsin,Sheboygan,53070
Missouri,Ralls,63456
North Carolina,Edgecombe,27891
North Carolina,Halifax,27891
North Carolina,Nash,27891
New York,Orange,10928
New York,Rockland,10922
New York,Orange,10922
Iowa,Lyon,51247
Iowa,Sioux,51247
North Carolina,Sampson,28344
Ohio,Gallia,45674
North Carolina,Cumberland,28344
Ohio,Gallia,45614
Nebraska,Richardson,68355
Pennsylvania,Cambria,15760
Pennsylvania,Indiana,15714
Illinois,Vermilion,61846
Pennsylvania,Cambria,15714
Pennsylvania,Cambria,15775
Alabama,Jackson,35772
Minnesota,Cass,56633
Minnesota,Beltrami,56633
Minnesota,Hubbard,56633
Washington,Okanogan,98840
Pennsylvania,Lancaster,17516
Wisconsin,Vilas,54568
Wisconsin,Oneida,54568
Alabama,Jefferson,35234
Alabama,Limestone,35739
Alabama,Madison,35739
West Virginia,Wayne,25570
Pennsylvania,Mifflin,17075
Georgia,Lamar,30295
Pennsylvania,Montgomery,19504
Pennsylvania,Berks,19504
Pennsylvania,Mifflin,17054
Georgia,Pike,30295
Pennsylvania,Mifflin,17051
Alabama,Jefferson,35116
Missouri,Stone,65686
Michigan,Bay,48658
Michigan,Arenac,48658
Alabama,Winston,35553
New York,Montgomery,13452
New York,Fulton,13452
Maryland,Caroline,21639
Idaho,Owyhee,83628
Virginia,Appomattox,24538
Virginia,Campbell,24538
Florida,Pinellas,33785
Ohio,Montgomery,45416
Louisiana,St. Mary,70342
Michigan,Barry,49073
Michigan,Eaton,49073
Nebraska,Jefferson,68352
Louisiana,St. Charles,70057
Nebraska,Jefferson,68429
Nebraska,Thayer,68429
Ohio,Medina,44254
Arkansas,Sebastian,72905
Arkansas,Sebastian,72923
Mississippi,Kemper,39328
Illinois,Cook,60195
Texas,Zapata,78361
Texas,Jim Hogg,78360
Texas,Duval,78361
Texas,Jim Hogg,78361
Illinois,Cook,60472
New York,Albany,12084
Ohio,Licking,43822
Ohio,Knox,43822
Indiana,Monroe,47462
Michigan,Montcalm,48884
Indiana,Lawrence,47462
Ohio,Muskingum,43822
Indiana,Greene,47462
Oklahoma,Sequoyah,74946
Ohio,Coshocton,43822
Oklahoma,Sequoyah,74954
New York,Livingston,14556
Tennessee,Greene,37616
Ohio,Coshocton,43845
Ohio,Coshocton,43836
New York,Wyoming,14510
New York,Livingston,14510
Tennessee,Lake,38079
Tennessee,Lake,38077
Missouri,Jackson,64016
Texas,San Patricio,78352
Texas,Cameron,78593
Texas,San Patricio,78370
Alabama,Tuscaloosa,35456
West Virginia,Mingo,25667
West Virginia,Mingo,25661
Colorado,Dolores,81323
Colorado,Montezuma,81323
Colorado,Dolores,81332
Virginia,Sussex,23891
Virginia,Surry,23890
Virginia,Sussex,23890
Mississippi,Tallahatchie,38921
Colorado,Washington,80759
Colorado,Yuma,80759
West Virginia,Lincoln,25506
West Virginia,Cabell,25506
Ohio,Wood,43431
Ohio,Sandusky,43431
Kentucky,Lincoln,42567
Kentucky,Pulaski,42567
Minnesota,Meeker,55325
Illinois,Boone,61016
Illinois,Winnebago,61016
New York,Dutchess,12522
Kansas,Anderson,66032
Virginia,Shenandoah,22844
Virginia,Rockingham,22844
New Mexico,Chaves,88230
California,Riverside,92210
Pennsylvania,Westmoreland,15626
Nebraska,Saunders,68003
Nebraska,Cass,68003
Nebraska,Saunders,68042
Virginia,Washington,24327
Virginia,Washington,24361
Iowa,Dickinson,51351
California,Riverside,92539
Minnesota,Wadena,56464
Minnesota,Cass,56464
Ohio,Mahoning,44440
Ohio,Trumbull,44440
Minnesota,Otter Tail,56464
Minnesota,Becker,56464
Minnesota,Hubbard,56464
Louisiana,East Feliciana,70722
Louisiana,East Baton Rouge,70722
Arkansas,Hot Spring,71964
Arkansas,Garland,71964
Oklahoma,Caddo,73047
Oklahoma,Canadian,73047
Tennessee,Giles,38456
Tennessee,Lawrence,38456
California,Amador,95601
California,Amador,95685
Missouri,Gasconade,65062
Missouri,Osage,65051
Missouri,Gasconade,65051
Missouri,Osage,65062
Indiana,Allen,46741
California,Monterey,93451
California,San Luis Obispo,93451
Tennessee,Sequatchie,38585
Tennessee,Van Buren,38585
Nebraska,Custer,68822
California,Tulare,93270
Iowa,Washington,52247
California,Tulare,93261
California,Sacramento,95655
Texas,Bexar,78263
Iowa,Johnson,52247
California,Tulare,93218
Ohio,Mahoning,44507
New York,Suffolk,11980
California,San Mateo,94005
Michigan,Mecosta,48850
Michigan,Montcalm,48850
Kentucky,Harlan,40849
Kentucky,Harlan,40847
Kentucky,Harlan,40828
Texas,Colorado,78951
Texas,Fayette,78962
Florida,Monroe,33043
Texas,Colorado,78962
Texas,Denton,76272
Texas,Cooke,76272
Minnesota,Le Sueur,56069
New York,New York,10004
Minnesota,Rice,56069
Maryland,Frederick,21791
Maryland,Carroll,21791
Michigan,Mecosta,49346
Michigan,Newaygo,49346
Alabama,Coosa,35072
Kentucky,Campbell,41007
Alabama,Tallapoosa,35072
Alabama,Clay,35072
Kentucky,Pendleton,41007
Alabama,Talladega,35072
Colorado,El Paso,80106
Colorado,Elbert,80106
Colorado,Douglas,80106
Missouri,Texas,65564
Missouri,Texas,65483
Missouri,Pettis,65360
Missouri,Henry,65360
New York,Washington,12883
Missouri,Benton,65360
New York,Essex,12883
Missouri,Johnson,65360
Virginia,Wise,24279
Virginia,Goochland,23063
California,Colusa,95912
Colorado,Weld,80542
California,Colusa,95950
Texas,Midland,79782
Texas,Martin,79782
Texas,Glasscock,79782
Ohio,Carroll,44644
California,Sonoma,95446
California,Sonoma,95471
Arkansas,Dallas,71748
Arkansas,Calhoun,71742
Arkansas,Dallas,71742
North Carolina,Davie,28634
Nebraska,Douglas,68142
North Carolina,Yadkin,28634
North Carolina,Iredell,28634
Washington,Jefferson,98365
Nebraska,Washington,68142
Georgia,Charlton,31553
Georgia,Brantley,31553
Florida,Taylor,32331
Michigan,Livingston,48892
Michigan,Ingham,48892
Florida,Madison,32331
Florida,Jefferson,32331
Indiana,Porter,46347
Louisiana,Terrebonne,70343
Louisiana,Lafourche,70343
Kentucky,Edmonson,42210
Pennsylvania,Delaware,19094
Alabama,Jackson,35765
Alabama,DeKalb,35765
Texas,Cass,75656
Texas,Morris,75656
Missouri,McDonald,64854
Ohio,Licking,43080
Ohio,Licking,43027
Ohio,Knox,43080
Pennsylvania,Armstrong,16025
Oregon,Malheur,97918
Oregon,Malheur,97920
Oregon,Malheur,97903
Oregon,Malheur,97911
Pennsylvania,Butler,16025
Oregon,Malheur,97908
Michigan,Livingston,48137
Tennessee,Lauderdale,38040
Tennessee,Crockett,38040
Tennessee,Dyer,38040
Michigan,Washtenaw,48137
Pennsylvania,Mifflin,17084
Indiana,Kosciusko,46562
Indiana,Whitley,46562
Indiana,Noble,46562
Wisconsin,Eau Claire,54758
Missouri,Washington,65565
Missouri,Crawford,65565
Minnesota,Wadena,56479
Wisconsin,Jackson,54758
Minnesota,Todd,56479
Minnesota,Cass,56479
Wisconsin,Trempealeau,54758
New York,Warren,12845
Missouri,Iron,65565
Wisconsin,Price,54555
Colorado,Huerfano,81089
Colorado,Las Animas,81089
California,Calaveras,95236
Florida,Volusia,32130
Kentucky,Bullitt,40150
Kentucky,Hardin,40150
California,San Joaquin,95236
Texas,El Paso,79916
New York,Rensselaer,12123
New York,Columbia,12123
Texas,El Paso,79918
Texas,El Paso,79908
Texas,Van Zandt,75117
Mississippi,Calhoun,38916
Arkansas,Miller,71839
Mississippi,Webster,38916
Arkansas,Miller,71837
Pennsylvania,Centre,16827
Mississippi,Calhoun,38839
Pennsylvania,Butler,16037
Pennsylvania,Lawrence,16037
Pennsylvania,Beaver,16037
West Virginia,McDowell,24801
Virginia,Grayson,24348
Ohio,Mahoning,44672
West Virginia,Wyoming,24801
Illinois,Livingston,60420
Arkansas,Benton,72718
Arkansas,Benton,72713
Florida,Hardee,33890
Illinois,Grundy,60420
Pennsylvania,Montgomery,19405
Illinois,Kankakee,60910
Colorado,Douglas,80116
Illinois,Iroquois,60964
Oklahoma,Washington,74029
Illinois,Kankakee,60964
Pennsylvania,Montgomery,19031
Illinois,Mason,62644
Illinois,Fulton,62644
North Carolina,Caswell,27379
Washington,Stevens,99109
New York,Livingston,14423
Ohio,Preble,45338
Ohio,Montgomery,45378
Ohio,Darke,45338
Ohio,Preble,45378
Oregon,Jackson,97525
New York,Orleans,14105
New York,Genesee,14105
New York,Niagara,14105
Kentucky,Larue,40051
Louisiana,Plaquemines,70085
Kentucky,Hardin,40051
Louisiana,St. Bernard,70085
Kentucky,Nelson,40051
Kansas,Sedgwick,67026
New York,Oneida,13123
New York,Oneida,13308
Kansas,Sumner,67026
Washington,Okanogan,98844
North Carolina,Montgomery,27209
North Carolina,Moore,27209
Kansas,Stevens,67951
New York,Washington,12887
Oklahoma,Delaware,74338
Oklahoma,Adair,74338
Illinois,Douglas,61910
Illinois,Coles,61910
New York,Saratoga,12134
New York,Fulton,12134
New York,Hamilton,12134
Illinois,McLean,61745
Illinois,De Witt,61745
North Carolina,Brunswick,28468
Illinois,Cook,60203
South Carolina,Dorchester,29470
South Carolina,Charleston,29470
South Carolina,Hampton,29924
New York,Nassau,11514
Louisiana,Tangipahoa,70462
Louisiana,Livingston,70462
Georgia,Atkinson,31642
Wisconsin,Barron,54822
Georgia,Clinch,31642
Virginia,Fluvanna,22974
Virginia,Albemarle,22974
Virginia,Louisa,22974
New York,Albany,12157
New York,Schoharie,12157
New York,Schenectady,12157
Missouri,Greene,65610
Missouri,Stone,65610
Missouri,Lawrence,65610
Missouri,Christian,65610
Tennessee,Lauderdale,38041
Kentucky,Todd,42256
Kentucky,Butler,42256
Kentucky,Muhlenberg,42256
Kentucky,Logan,42256
New York,Chautauqua,14787
North Carolina,Camden,27976
New York,Clinton,12962
Georgia,DeKalb,30346
Virginia,Sussex,23867
Virginia,Greensville,23867
Virginia,Dinwiddie,23867
Virginia,Brunswick,23867
Georgia,Dooly,31063
Georgia,Macon,31063
California,San Francisco,94111
Minnesota,Hennepin,55327
Minnesota,Carlton,55767
Minnesota,Pine,55767
Alabama,Clarke,36451
Washington,Snohomish,98256
Washington,Snohomish,98251
Pennsylvania,Indiana,15681
Pennsylvania,Bradford,17724
Pennsylvania,Lycoming,17724
Pennsylvania,Tioga,17724
Pennsylvania,Westmoreland,15681
Alabama,Cullman,35619
Alabama,Morgan,35619
Illinois,Coles,61911
Alabama,Lawrence,35619
Illinois,Douglas,61911
Florida,Levy,32621
Illinois,Moultrie,61911
Iowa,Dubuque,52068
Arkansas,Washington,72744
Wisconsin,Polk,54024
Wisconsin,St. Croix,54023
Montana,Broadwater,59644
New York,Tompkins,13062
New York,Tompkins,13068
New York,Tompkins,13102
Texas,Harrison,75692
Texas,Panola,75692
Florida,Pasco,33574
Florida,Pasco,33576
Texas,Harrison,75659
Iowa,Harrison,51555
Iowa,Pottawattamie,51555
New York,Suffolk,11965
New York,Suffolk,11964
New York,Suffolk,11944
New York,Tompkins,14883
New York,Tioga,14883
Missouri,Barry,65656
Iowa,Johnson,52340
Missouri,Stone,65656
Washington,Pacific,98640
Washington,Pacific,98641
Missouri,Lincoln,63343
Missouri,Pike,63343
Virginia,Rockingham,22840
Michigan,Luce,49868
Virginia,Virginia Beach,23457
Virginia,Albemarle,22947
Texas,Fannin,75452
Texas,Hunt,75452
Virginia,Fluvanna,22947
Texas,Collin,75452
Virginia,Louisa,22947
Texas,Fannin,75413
New York,Steuben,14529
Iowa,Iowa,52361
North Carolina,Edgecombe,27864
New York,Steuben,14572
New York,Livingston,14572
California,Shasta,96088
Pennsylvania,Crawford,16422
Pennsylvania,Crawford,16316
Arkansas,Clay,72464
Indiana,Gibson,47639
Arkansas,Clay,72454
Indiana,Warrick,47639
Indiana,Vanderburgh,47639
Virginia,Bland,24124
Pennsylvania,Lycoming,17728
Virginia,Giles,24124
Georgia,Marion,31803
Georgia,Webster,31803
Georgia,Schley,31803
Mississippi,Jasper,39439
Mississippi,Wayne,39439
Mississippi,Jones,39439
North Carolina,Ashe,28629
North Carolina,Wilkes,28640
Mississippi,Clarke,39439
North Carolina,Ashe,28640
Maryland,Caroline,21655
Maryland,Dorchester,21655
Tennessee,Blount,37886
Maryland,Anne Arundel,20714
Maryland,Calvert,20714
Washington,Pend Oreille,99009
Washington,Spokane,99009
Virginia,Sussex,23837
Virginia,Southampton,23837
Louisiana,Ouachita,71234
Louisiana,Lincoln,71234
Washington,Lewis,98570
Louisiana,Union,71234
Oklahoma,Cotton,73529
Arkansas,Grant,72011
Oklahoma,Jefferson,73529
Oklahoma,Stephens,73529
Arkansas,Saline,72011
Michigan,Emmet,49706
Michigan,Emmet,49722
Michigan,Cheboygan,49706
District of Columbia,District of Columbia,20036
Michigan,Emmet,49764
Michigan,Alger,49862
North Carolina,Anson,28135
North Carolina,Anson,28007
New York,Steuben,14512
New York,Ontario,14512
New York,Yates,14512
New York,Livingston,14512
Texas,Castro,79085
Texas,Lamb,79027
Texas,Castro,79027
Wisconsin,Lafayette,53530
Florida,St. Johns,32033
Illinois,McLean,61739
Illinois,Livingston,61739
Pennsylvania,Lancaster,17529
Pennsylvania,Lancaster,17534
Kentucky,Daviess,42351
Kentucky,Hancock,42351
Texas,Nueces,78401
Ohio,Columbiana,44431
Michigan,Mason,49454
Oregon,Coos,97458
New York,Ulster,12498
Wisconsin,Waushara,54940
Pennsylvania,Lycoming,17752
Wisconsin,Winnebago,54940
Wisconsin,Waupaca,54940
Wisconsin,Outagamie,54940
Texas,Bexar,78234
Wisconsin,Grant,53809
New York,Sullivan,10963
Minnesota,Swift,56215
Georgia,Stephens,30557
New York,Orange,10963
Minnesota,Pope,56215
Georgia,Franklin,30557
Michigan,Presque Isle,49779
Georgia,Grady,39827
Alabama,Calhoun,36250
California,Amador,95665
Arkansas,Desha,71654
Arkansas,Desha,71630
Indiana,Elkhart,46542
Pennsylvania,Lancaster,17508
Pennsylvania,Lancaster,17501
Indiana,Kosciusko,46542
West Virginia,Raleigh,25918
West Virginia,Fayette,25918
Wisconsin,Iowa,53565
Wisconsin,Lafayette,53565
Maryland,Baltimore,21162
Texas,Wichita,76305
Texas,Clay,76305
New York,Washington,12816
Texas,Live Oak,78022
Texas,McMullen,78022
Nebraska,Lancaster,68462
Nebraska,Cass,68462
New York,Essex,12946
New York,Essex,12977
South Carolina,Bamberg,29042
Pennsylvania,Susquehanna,18421
Pennsylvania,Centre,16828
Pennsylvania,Susquehanna,18413
Pennsylvania,Wayne,18421
Georgia,Randolph,39840
Pennsylvania,Lackawanna,18421
Indiana,Madison,46928
Indiana,Grant,46928
Indiana,Howard,46928
Louisiana,Assumption,70339
Louisiana,St. Martin,70339
Ohio,Miami,45308
Ohio,Darke,45328
Ohio,Darke,45308
Oklahoma,Pottawatomie,74864
Oklahoma,Lincoln,74864
Oklahoma,Okfuskee,74864
Texas,Bowie,75561
Wisconsin,Eau Claire,54727
Wisconsin,Chippewa,54727
Wisconsin,Burnett,54840
Illinois,Tazewell,61755
West Virginia,Greenbrier,24910
Illinois,St. Clair,62285
West Virginia,Summers,24910
Wisconsin,Polk,54840
West Virginia,Monroe,24910
Texas,Anderson,75844
Texas,Houston,75844
Georgia,Pickens,30139
Georgia,Gordon,30139
Georgia,Bartow,30139
Florida,Gadsden,32352
Wyoming,Hot Springs,82430
Ohio,Pickaway,45644
Wyoming,Hot Springs,82443
Ohio,Ross,45644
Ohio,Ross,43101
Michigan,Genesee,48463
North Carolina,Camden,27921
Michigan,Lapeer,48463
Kansas,Brown,66434
Minnesota,Kandiyohi,56288
Pennsylvania,Butler,16023
Virginia,Suffolk,23437
Illinois,Cook,60165
Missouri,Camden,65037
Ohio,Guernsey,43723
Ohio,Guernsey,43733
Ohio,Guernsey,43722
Missouri,Morgan,65037
Ohio,Guernsey,43750
Missouri,Morgan,65081
Missouri,Moniteau,65081
Missouri,Cooper,65081
New York,Otsego,13849
New York,Delaware,13849
New York,Otsego,13859
Ohio,Shelby,45336
Ohio,Shelby,45302
Iowa,Polk,50124
Iowa,Story,50124
California,Tulare,93272
Missouri,Morgan,65079
Missouri,Camden,65079
Michigan,Cass,49042
Texas,Smith,75709
Mississippi,Jasper,39422
Mississippi,Smith,39422
Michigan,St. Joseph,49042
Minnesota,Fillmore,55975
Minnesota,Mower,55975
Pennsylvania,Bucks,18977
Texas,Nueces,78351
Texas,Nueces,78343
New York,Nassau,11804
Arizona,Yavapai,86335
North Carolina,Scotland,28351
North Carolina,Richmond,28351
Pennsylvania,Washington,15033
Michigan,Leelanau,49682
Alabama,Franklin,35582
Missouri,Carroll,64633
Texas,Lee,78947
Georgia,Walker,30725
North Carolina,Guilford,27235
Pennsylvania,Berks,19551
Pennsylvania,Lancaster,19551
Pennsylvania,Lebanon,19551
Pennsylvania,Lawrence,16159
Minnesota,Clay,56529
Pennsylvania,Mercer,16159
Nebraska,Holt,68763
Georgia,Thomas,31773
Mississippi,Amite,39645
Georgia,Grady,31773
Nebraska,Knox,68763
Georgia,Colquitt,31773
Utah,Sanpete,84647
New Mexico,San Juan,87416
Florida,Orange,34734
New Mexico,San Juan,87455
New Mexico,San Juan,87364
California,El Dorado,95614
New Mexico,Bernalillo,87117
New Mexico,Bernalillo,87116
Missouri,Montgomery,63361
Missouri,Callaway,63361
Texas,Wood,75755
Texas,Upshur,75755
South Carolina,Marion,29581
Ohio,Cuyahoga,44127
South Carolina,Horry,29581
South Carolina,Dillon,29581
Hawaii,Hawaii,96727
Hawaii,Hawaii,96776
Tennessee,Jackson,37150
West Virginia,Cabell,25545
Tennessee,Clay,37150
Tennessee,Macon,37150
California,Calaveras,95228
Virginia,Hanover,23015
Virginia,Louisa,23015
Virginia,Caroline,23015
Virginia,Spotsylvania,23015
Montana,Valley,59230
Missouri,Cape Girardeau,63764
Missouri,Bollinger,63764
Florida,Brevard,32950
West Virginia,Preston,26764
Oklahoma,Comanche,73527
Idaho,Idaho,83536
Idaho,Lewis,83536
Illinois,Macoupin,62033
Pennsylvania,Lancaster,17562
Pennsylvania,Berks,19547
Tennessee,Claiborne,37869
Tennessee,Hancock,37869
Tennessee,Hawkins,37869
Michigan,Eaton,48876
Florida,Walton,32567
Florida,Okaloosa,32567
North Dakota,Ward,58704
Oklahoma,Creek,74079
Oklahoma,Okfuskee,74079
Oklahoma,Lincoln,74079
New York,Saratoga,12148
Mississippi,Benton,38650
Mississippi,Union,38650
California,San Diego,91906
Minnesota,Faribault,56013
New York,Chautauqua,14742
New York,Chautauqua,14750
Minnesota,Martin,56013
Nebraska,Cuming,68788
New Mexico,Santa Fe,87047
New Mexico,Bernalillo,87047
Nebraska,Dodge,68788
New Mexico,Sandoval,87047
Pennsylvania,Crawford,16424
Montana,Glacier,59427
Montana,Toole,59427
New York,Sullivan,12781
Pennsylvania,Schuylkill,17944
New York,Orange,12785
New York,Sullivan,12785
New York,Sullivan,12790
Pennsylvania,Schuylkill,17923
Pennsylvania,Schuylkill,17951
Pennsylvania,Schuylkill,17954
Arkansas,Madison,72632
Arkansas,Carroll,72632
Kentucky,Owsley,41364
Kentucky,Owsley,41314
Kentucky,Lee,41314
Kentucky,Owsley,41351
Kentucky,Owsley,40983
Kentucky,Breathitt,41314
Kentucky,Owsley,41386
Kentucky,Clay,40983
Georgia,Lanier,31645
Indiana,Clark,47106
Indiana,Washington,47106
Georgia,Berrien,31645
Georgia,Lowndes,31645
Virginia,Pittsylvania,24586
Indiana,Floyd,47106
Minnesota,Houston,55921
Pennsylvania,Wyoming,18419
Pennsylvania,Susquehanna,18419
Maryland,Wicomico,21830
Pennsylvania,Lackawanna,18419
Tennessee,Carter,37687
Georgia,Taylor,31006
Georgia,Taylor,31039
Texas,Robertson,77856
Missouri,Newton,64844
Indiana,Ohio,47018
Indiana,Dearborn,47018
Indiana,Switzerland,47018
Indiana,Ripley,47018
Arkansas,Mississippi,72442
Arkansas,Mississippi,72428
Pennsylvania,Schuylkill,17960
Arkansas,Mississippi,72426
Louisiana,Lincoln,71245
California,Shasta,96013
California,Shasta,96011
Indiana,Wells,46740
Texas,Hamilton,76531
Indiana,Adams,46740
Texas,Comanche,76531
Texas,Hamilton,76565
Texas,Mills,76531
Pennsylvania,Bradford,16947
Pennsylvania,Tioga,16947
Georgia,Emanuel,30471
Pennsylvania,Bradford,16910
Georgia,Bulloch,30471
Mississippi,Lee,38857
Illinois,DeKalb,60112
Georgia,Emanuel,30464
Michigan,Iosco,48730
Georgia,Candler,30471
Washington,Skagit,98257
Florida,Sarasota,34289
Missouri,Jefferson,63019
Illinois,Lawrence,62466
Illinois,Crawford,62466
Illinois,Richland,62466
Georgia,Fannin,30559
Utah,San Juan,84531
Utah,San Juan,84534
Indiana,DeKalb,46710
Utah,San Juan,84536
Indiana,Noble,46710
Utah,San Juan,84533
Utah,San Juan,84512
Utah,Garfield,84533
Utah,Kane,84533
Utah,San Juan,84511
Ohio,Lucas,43610
Michigan,Cheboygan,49749
Oklahoma,Lincoln,74855
Oklahoma,Pottawatomie,74855
Michigan,Cheboygan,49791
Michigan,Cheboygan,49717
Alaska,Southeast Fairbanks,99706
Alaska,Southeast Fairbanks,99737
Indiana,Martin,47432
Alaska,Copper River,99737
Indiana,Dubois,47432
Indiana,Orange,47432
New York,Columbia,12037
Georgia,Wilcox,31001
Minnesota,Jackson,56143
Oklahoma,Lincoln,73054
Oklahoma,Logan,73054
South Carolina,Darlington,29540
Oklahoma,Oklahoma,73054
New Mexico,Otero,88352
Minnesota,Anoka,55005
Indiana,Floyd,47136
Washington,Walla Walla,99323
Indiana,Harrison,47136
Minnesota,Olmsted,55964
Minnesota,Wabasha,55964
Washington,Walla Walla,99363
Minnesota,Winona,55964
California,Kings,93202
Texas,Clay,76365
Texas,Jack,76365
Arkansas,Chicot,71653
Ohio,Tuscarawas,44653
Arizona,Apache,85925
Louisiana,St. James,70763
Louisiana,St. James,70743
Ohio,Tuscarawas,44621
Ohio,Harrison,44621
Ohio,Carroll,44621
Arizona,Apache,85927
Indiana,Morgan,46118
Maryland,Baltimore,21057
Indiana,Hendricks,46118
Virginia,Amherst,24574
Oregon,Linn,97335
Washington,Yakima,98937
Oregon,Linn,97374
Idaho,Oneida,83243
Idaho,Oneida,83252
Kentucky,Lincoln,40419
Kentucky,Garrard,40419
Kentucky,Rockcastle,40419
Kentucky,Pulaski,40419
Virginia,Fauquier,20106
Virginia,Culpeper,20106
Virginia,Rappahannock,20106
Minnesota,Polk,56621
North Carolina,Granville,27544
Minnesota,Clearwater,56621
North Carolina,Vance,27544
Minnesota,Mahnomen,56621
North Carolina,Franklin,27544
Ohio,Monroe,43793
South Carolina,Orangeburg,29436
South Carolina,Berkeley,29436
Washington,Skagit,98237
Washington,Whatcom,98237
Arizona,Pima,85736
Arizona,Pima,85633
Texas,Crane,79731
Arizona,Pima,85639
Texas,Wood,75410
Texas,Rains,75410
Wisconsin,Clark,54771
Wisconsin,Taylor,54771
Texas,Rusk,75641
Texas,Panola,75691
Pennsylvania,Mifflin,17841
Texas,Rusk,75691
Texas,Gregg,75641
Pennsylvania,Snyder,17841
Indiana,Ripley,47034
Indiana,Jennings,47037
Indiana,Ripley,47037
Arkansas,Clay,72422
Georgia,Schley,31806
Texas,Jasper,75966
Texas,Newton,75966
Georgia,Macon,31806
Ohio,Shelby,45869
Ohio,Mercer,45869
Ohio,Auglaize,45869
Illinois,Tazewell,61568
California,Tulare,93235
Pennsylvania,Allegheny,15045
Illinois,McLean,61752
Illinois,De Witt,61752
Virginia,Westmoreland,22520
Virginia,Richmond,22520
Illinois,LaSalle,61316
Illinois,LaSalle,61348
North Carolina,Watauga,28692
Maryland,Washington,21758
Maryland,Washington,21715
North Carolina,Wilson,27851
Maryland,Frederick,21758
Illinois,Woodford,61738
North Carolina,Wayne,27851
Illinois,Champaign,61880
Illinois,McLean,61738
Florida,Escambia,32577
Ohio,Mercer,45846
Ohio,Darke,45846
Virginia,Frederick,22656
North Carolina,Bladen,28433
North Carolina,Columbus,28433
Indiana,St. Joseph,46554
Indiana,LaPorte,46554
Michigan,Bay,48634
Georgia,White,30564
Georgia,Hall,30564
Georgia,Lumpkin,30564
Kentucky,McLean,42327
Kentucky,McLean,42322
Kentucky,Daviess,42327
California,Siskiyou,96064
West Virginia,Hancock,26034
Wisconsin,Marathon,54474
Virginia,Frederick,22645
Virginia,Warren,22645
Missouri,Howard,65248
New York,Schuyler,14891
Ohio,Clinton,45169
Ohio,Clinton,45166
Ohio,Fayette,45169
Ohio,Greene,45169
South Carolina,Aiken,29831
New York,Allegany,14802
Minnesota,Crow Wing,56474
Minnesota,Cass,56474
Virginia,Charles City,23030
Virginia,Charles City,23147
Virginia,Henrico,23030
Texas,Runnels,76821
South Dakota,Lincoln,57013
Arizona,Navajo,85926
Arizona,Navajo,85935
Maryland,Cecil,21918
New York,Nassau,11568
Georgia,Warren,30808
Georgia,McDuffie,30808
New York,Cattaraugus,14042
New York,Cattaraugus,14173
New York,Warren,12885
New York,Saratoga,12027
New York,Schenectady,12027
Ohio,Logan,43357
Ohio,Champaign,43357
Indiana,DeKalb,46793
Indiana,Steuben,46793
South Carolina,Colleton,29945
South Carolina,Beaufort,29945
Minnesota,Kanabec,55072
Minnesota,Pine,55072
Arizona,Yavapai,86331
